,CHLOROPHYLL,CHLOROPHYLL_A,CHLOROPHYLL_B,CLOUD_COVER,DEPTH_CLASS,DOC,ID,LATITUDE,LOCATION,LONGITUDE,MISSION,N_TOTAL,N_TOTAL_DISSOLVED,POC,P_ORGANIC,P_TOTAL,SAMPLE_SITE,SAMPLING_DEPTH,SILICA,SPM,TOC,TOTAL_DEPTH,TURBIDITY,WATER_PERIOD,blue_max,blue_mean,blue_median,blue_min,blue_stdDev,count_pixel,datetime,dif_date_point,green_max,green_mean,green_median,green_min,green_stdDev,img_date,nir_max,nir_mean,nir_median,nir_min,nir_stdDev,red_max,red_mean,red_median,red_min,red_stdDev,system_index,dif_date_point_abs,satellite,duplicated
215,1.2146153846153849,4.163660000000001,0.6164000000000002,23.0,1,3.2313333333333336,159,-2.078954,SN,-55.526778,III,0.4698,0.2969333333333333,2.121333333333333,0.05829214336262095,0.1014665041757085,18,0.2,2.15,15.999999999999984,5.352666666666667,,15.176923076923073,HW,0.0084317659294679,0.0079225088423547,0.0077677414912137,0.0072541806098344,0.000422404686049,6,2014-05-29 17:14:00,8.859309456018519,0.015076410935156,0.0138852623000037,0.0138751734574531,0.0128750633272086,0.0007771267501326,2014-06-07T13:51:24,0.0063032049995615,0.0053386487093731,0.0052735597384662,0.0046575193860489,0.000529052988501,0.0193050072057421,0.0190567935671861,0.0190306452266713,0.0188154626928457,0.0001592067803079,159_1_BOA_LE07_228061_20140607,8.859309456018519,LD7,False
216,1.495,1.5666400000000003,0.35846,23.0,1,4.4590000000000005,160,-2.095675,SN,-55.488855,III,0.5193666666666666,0.3630333333333334,0.6725,0.04927342695146282,0.0729268509896758,19,0.2,2.28,14.857142857142849,4.253,,12.8,HW,0.0082009836193827,0.0071042057803767,0.0072220151867016,0.0053583469727153,0.0007535847061417,9,2014-05-29 13:00:00,9.035698344907408,0.0125797327396701,0.0115282643718989,0.0115304871684532,0.0102667023836222,0.0006657358198797,2014-06-07T13:51:24,0.0053625735671199,0.0041753720050591,0.004307530591519,0.0014666930927277,0.0010496349154431,0.0163036879349614,0.0152195287329335,0.0152102177128329,0.0133844970637045,0.0007798242144978,160_1_BOA_LE07_228061_20140607,9.035698344907408,LD7,True
221,0.7452631578947371,2.4338199999999994,1.4857600000000004,23.0,1,2.744666666666667,165,-2.142593,PC,-55.625756,III,0.3747333333333333,0.2665,1.1030000000000002,0.07164178361991182,0.0723352730979154,22,0.2,2.9058,20.000000000000018,3.847666666666667,,20.51052631578947,HW,0.0112615892725806,0.0092509913495429,0.0092438155000321,0.0080848206331676,0.0008465567300694,9,2014-05-30 11:31:00,8.097503900462963,0.0178720737446485,0.0167045369814709,0.0166325815079005,0.0162466366795688,0.0005200100696161,2014-06-07T13:51:24,0.0067007989417331,0.0060324263715794,0.0060757058805422,0.004945511405927,0.0004897325797242,0.023600176120686,0.0229691478429125,0.0229806017671991,0.0220537376276483,0.0004158984621272,165_1_BOA_LE07_228061_20140607,8.097503900462963,LD7,False
223,0.7086666666666666,1.79834,10.261340000000004,23.0,1,2.978,166,-2.073498,PC,-55.620867,III,0.3604,0.25615,3.4029999999999996,0.049613133432207586,0.1053462746103768,23,0.2,3.0102,12.571428571428577,4.5285,,12.98,HW,0.0065933532055469,0.0019628071733005,0.0030270212980344,-0.0031027261137221,0.0031660290908104,6,2014-05-30 09:10:00,8.195420567129629,0.0109323674581307,0.0068098004499397,0.0087021177212803,0.0019912735003448,0.0027887926659422,2014-06-07T13:51:24,0.014313575308091,0.0087893295192147,0.0069411215429943,0.0036231158018874,0.003624954008979,0.0143403427890169,0.0091163837226867,0.0108141020710775,0.0038750263500709,0.0033324748285061,166_1_BOA_LE07_228061_20140607,8.195420567129629,LD7,False
224,0.7110000000000001,2.17928,0.10220000000000028,23.0,1,3.0045,167,-2.112532,PC,-55.621423,III,0.3349499999999999,0.25865,1.6509999999999998,0.03753964972617839,0.0919315386664036,24,0.2,2.697,19.71428571428572,4.6555,,18.645,HW,0.0090270575783873,0.008363688183726,0.0082641036806985,0.0077871151458127,0.000456695685929,9,2014-05-30 10:20:00,8.146809456018518,0.0152211241856262,0.0142953616910847,0.0144086544467963,0.0131188479368071,0.0005343326501706,2014-06-07T13:51:24,0.0054754177270346,0.0049959669711191,0.0050797811201245,0.004015417029979,0.0004654894711073,0.0203352594144056,0.0197663303848876,0.0199048110161971,0.018400179510247,0.0005623832478339,167_1_BOA_LE07_228061_20140607,8.146809456018518,LD7,False
226,1.087777777777778,1.1984199999999998,0.10702000000000031,42.0,1,2.867,168,-2.20666,PD,-55.623562,III,0.36045,0.2365,0.39400000000000013,0.0837033,0.0759518405997238,25,0.2,2.871,12.571428571428577,2.8875,,11.066666666666666,HW,0.0099857888298439,0.0078602496350688,0.0078055988908444,0.0072060644340511,0.0011478127776701,6,2014-05-30 13:00:00,8.035975185185185,0.0132514387683277,0.0119203905508898,0.0116814837602865,0.0110074615969641,0.0007827562458489,2014-06-07T13:51:48,0.007502351583107,0.0069322290444124,0.0073098423091941,0.0043984589319898,0.0011469595252824,0.0158950717811572,0.0142817225502696,0.0143114690713448,0.0136918993924316,0.0006829327431106,168_1_BOA_LE07_228062_20140607,8.035975185185185,LD7,False
231,0.5925,2.3489,0.005400000000000144,23.0,1,4.635,171,-2.116737,PC,-55.692899,III,0.3934999999999999,0.2318,0.45799999999999996,0.13915960000000002,0.1074176316827776,26,0.2,2.871,28.85714285714285,5.093,,27.5,HW,0.0103851070759807,0.0100866807553101,0.0100492315042077,0.0097284865188394,0.0001708453920534,9,2014-05-31 13:30:00,7.0148650115740745,0.0191092166086645,0.0180241570089193,0.0178662055983348,0.0170202234797374,0.0006935559421553,2014-06-07T13:51:24,0.0084297042147231,0.0074603154575833,0.0074435124204554,0.006735902647701,0.000519618671975,0.0272223962263189,0.0261981076732309,0.0263419754055473,0.0251683894694361,0.0006088096385274,171_1_BOA_LE07_228061_20140607,7.0148650115740745,LD7,True
233,0.9521428571428568,1.5918200000000002,0.2523400000000001,23.0,1,3.185,172,-2.150581,PC,-55.714166,III,0.44205,0.3143,1.9810000000000003,0.1465375,0.1397710180508976,27,0.2,2.8536,10.285714285714263,5.166,,6.957142857142856,HW,0.0078952890869733,0.0060075664123382,0.006015991714742,0.0040962234939443,0.0011380433132416,9,2014-05-31 14:30:00,6.973198344907408,0.0112942332047711,0.0098642833420197,0.0101011902286647,0.0088407038838775,0.0007126984206579,2014-06-07T13:51:24,0.0051609844039747,0.0036244699237733,0.0038168736116881,0.0022326629169649,0.0008314460102846,0.013398700765609,0.0115834593201868,0.0119242971262416,0.0099129424723156,0.0010263131714281,172_1_BOA_LE07_228061_20140607,6.973198344907408,LD7,True
235,0.6733333333333333,1.25576,0.19480000000000022,23.0,1,4.2055,173,-2.152492,PC,-55.676202,III,0.316,0.25665,1.6785,0.05071625097694552,0.0773327246991517,28,0.2,2.871,9.142857142857128,5.884,,8.033333333333333,HW,0.0090912357319577,0.0073526837616921,0.007232271809325,0.0061921604039207,0.0008272210825798,9,2014-05-31 11:05:00,7.115559456018518,0.0115276693795888,0.0110990230393882,0.0111080368230066,0.0104785215634442,0.0003252163169194,2014-06-07T13:51:24,0.0049087686511289,0.0041362366990478,0.0042138091646385,0.003250094037447,0.0004564597859732,0.0147026838595739,0.014016903762594,0.0140984284795194,0.0135926999222866,0.0003302822386723,173_1_BOA_LE07_228061_20140607,7.115559456018518,LD7,False
237,0.65,0.7369000000000001,0.1613000000000002,23.0,1,3.9455,174,-2.131452,PC,-55.657457,III,0.3138499999999999,0.26005,1.73,0.0844941,0.0687513083448412,29,0.2,3.0363,25.142857142857157,5.6755,,25,HW,0.0107843700363179,0.0095464804865135,0.0095717088868744,0.0078312406367422,0.0007420045218322,9,2014-05-31 12:15:00,7.066948344907408,0.0182365300258566,0.01709131252815,0.0171141406441752,0.0150262217803855,0.0009369196205655,2014-06-07T13:51:24,0.0076618331056885,0.006243365981242,0.0061631771151108,0.0037252403500863,0.0010122678683059,0.0253331144476662,0.0243593073985824,0.0246471219167812,0.0222860329832096,0.0009004365852573,174_1_BOA_LE07_228061_20140607,7.066948344907408,LD7,True
239,0.71,1.872,0.9078600000000003,23.0,1,3.6435,175,-2.178437,PD,-55.633239,III,0.3958,0.247,1.483,0.04274,0.0476637798382323,36,0.2,2.9232,12.857142857142868,5.1265,,11.566666666666665,HW,0.0059344673835151,0.0051982773335198,0.0052681727733881,0.0036944790632301,0.0009529338822368,4,2014-05-31 10:00:00,7.160698344907408,0.009567014858782,0.0079053565213217,0.0075575253585325,0.0050156923263799,0.0020653174211268,2014-06-07T13:51:24,0.0049426224305482,0.0033848025138522,0.003825737231212,0.0019923704886032,0.0010632919773611,0.0137594508380041,0.0107203192150124,0.0089456184576072,0.0063656620957763,0.0035135613170342,175_1_BOA_LE07_228061_20140607,7.160698344907408,LD7,False
241,0.7263636363636364,15.478779999999999,1.9529399999999997,23.0,1,4.149,176,-2.1572,SL,-55.805249,III,0.2774,0.20815,0.225,0.03883500378782903,0.0501083462221345,30,0.2,2.7927,13.714285714285712,4.374,,14.109090909090908,HW,0.0084988385095166,0.0072241053418712,0.007247919575701,0.006018336706665,0.0008548403847612,9,2014-06-01 14:00:00,5.994031678240741,0.0130025426073301,0.0124461737467503,0.0124215403943365,0.0117557636932077,0.0004438558134297,2014-06-07T13:51:24,0.0069719787649302,0.0058277742001921,0.0058294669250711,0.0048103234673516,0.0006364911893483,0.0183085328596391,0.0175128483513826,0.0176644235695705,0.0164676883221719,0.0005990880870219,176_1_BOA_LE07_228061_20140607,5.994031678240741,LD7,False
243,1.545,5.3764400000000006,0.7674800000000003,23.0,1,3.485,177,-2.219976,SL,-55.808397,III,0.2923,0.2311,1.3135000000000001,0.09276000000000001,0.0532649962517261,31,0.2,2.8797,4.166666666666671,4.798500000000001,,< LD,HW,0.0046945848846362,0.0039789589047583,0.0041467158881269,0.0031063152983546,0.0005124126506242,9,2014-06-01 11:00:00,6.119031678240741,0.0045028336571613,0.0040880975355276,0.0039501400942708,0.003678984448936,0.0002338207272903,2014-06-07T13:51:24,0.0064390535956225,0.0051841748828147,0.0049487788282988,0.0044631191273311,0.0005604447005726,0.0039150716155324,0.0028826111598781,0.0030386192931942,0.0019864611909201,0.0005362540210065,177_1_BOA_LE07_228061_20140607,6.119031678240741,LD7,False
245,1.1766666666666663,2.66116,0.28287999999999985,23.0,1,4.04,178,-2.201618,SL,-55.792751,III,0.4248,0.25325,1.8654999999999995,0.11037720000000001,0.0667786579206944,32,0.2,2.7579,3.999999999999996,5.9055,,4.2,HW,0.0068679165758049,0.0054469230112741,0.0057032692717894,0.0033801011965459,0.0010067153709473,9,2014-06-01 10:30:00,6.1398650115740745,0.0083373569826598,0.0071566250716941,0.0069908215323498,0.0060553423985899,0.0007060718614582,2014-06-07T13:51:24,0.0039874827839189,0.0029671655299581,0.0028576740286732,0.0016692573957865,0.0007319079320168,0.008285776411763,0.0074923520386309,0.0075497886397143,0.0065738162650675,0.0006263400173132,178_1_BOA_LE07_228061_20140607,6.1398650115740745,LD7,True
247,0.6029411764705883,1.8760000000000001,"< 0,001",23.0,1,4.1095,179,-2.177378,SL,-55.806321,III,0.2978,0.2339999999999999,1.7984999999999998,0.04585646967991587,0.0650027532057605,33,0.2,2.4969,11.555555555555548,5.908,,12.017647058823528,HW,0.010296623374708,0.0081052487404577,0.0081321231645906,0.0067522627769576,0.0011597302472739,9,2014-06-01 13:00:00,6.035698344907408,0.0139259921284714,0.0125785918112579,0.0124570567153336,0.0112629094218958,0.0009508063991945,2014-06-07T13:51:24,0.0063187016393618,0.0044434244610012,0.004691581406643,0.0031866749917192,0.0009190126776057,0.017177205920868,0.0155884991469063,0.0153832554397894,0.0142825951510997,0.0009350524988398,179_1_BOA_LE07_228061_20140607,6.035698344907408,LD7,True
249,0.6739285714285715,1.06238,0.08806000000000001,23.0,1,4.364,180,-2.162501,SL,-55.764975,III,0.3676,0.23205,0.3390000000000004,0.07148047808187243,0.0808838499704083,34,0.2,2.7579,9.428571428571422,3.894,,12.589285714285714,HW,0.0079824681152064,0.0073159895625861,0.007275954343337,0.0067288346813475,0.0004336912478247,9,2014-06-01 15:24:00,5.935698344907407,0.0128206815245054,0.0121273390218585,0.012111056445764,0.0112506178976962,0.0004798997076872,2014-06-07T13:51:24,0.0047187126157343,0.0041339491426945,0.0043283181413441,0.0032384466279994,0.0004515092656224,0.0162822503799487,0.0156750342201257,0.015699086192767,0.0149789011990044,0.0003587926038499,180_1_BOA_LE07_228061_20140607,5.935698344907407,LD7,False
261,0.6516666666666667,2.4011000000000005,0.42362,23.0,1,3.936666666666666,186,-2.151079,PC,-55.565754,III,0.4170999999999999,0.3374,2.0465,0.09874146858758318,0.0820673388571052,20,0.2,2.12,25.7142857142857,5.278666666666666,,11.049999999999999,HW,0.0123531931947086,0.009458821464224,0.0098678161008908,0.0050885353465906,0.0021856171339747,9,2014-06-02 10:20:00,5.146809456018518,0.0195799002085207,0.0167714611488545,0.0168506330189235,0.0118836331009334,0.0021411769378562,2014-06-07T13:51:24,0.00841419941988,0.0061185078630591,0.0064548427912073,0.001367051206763,0.0019279808404917,0.0263174235083325,0.024170280840925,0.0249389626549404,0.0186336236840956,0.0022631795609226,186_1_BOA_LE07_228061_20140607,5.146809456018518,LD7,True
263,0.9375,3.5997000000000003,"< 0,001",23.0,1,3.767333333333333,187,-2.173808,PD,-55.59809,III,0.3257666666666667,0.2413,1.24,0.05215014916086583,0.0589860092720457,21,0.2,2.14,11.714285714285737,5.007333333333333,,23.900000000000002,HW,0.0080295805977824,0.0070440869140653,0.0068399977336846,0.0064816780126349,0.0004897969652471,9,2014-06-02 09:20:00,5.188476122685185,0.0126534651045362,0.0120677081759222,0.0121012296937858,0.0113782182626935,0.0004482237026891,2014-06-07T13:51:24,0.0049924656373445,0.0040426996866079,0.0039765676385622,0.0030054701677182,0.0006730680662796,0.0169663519707064,0.016115462381043,0.0160964136001082,0.0155982246882817,0.0004286331772678,187_1_BOA_LE07_228061_20140607,5.188476122685185,LD7,False
265,1.6163636363636362,3.4446,1.6003600000000007,23.0,1,3.184,188,-2.115929,GP,-55.447053,III,0.34615,0.2963,2.1275,0.08682287856286681,0.1043273919905306,47,0.2,2.2098,11.42857142857144,5.3115,,10.636363636363638,HW,0.0066774782624922,0.0061595316932945,0.0062315450089386,0.0051547844122329,0.0005014525355267,6,2014-06-02 12:37:00,5.05167056712963,0.0122436724543794,0.011193393107518,0.0112228866334172,0.010458209878636,0.0006349606313943,2014-06-07T13:51:24,0.00404539798182,0.0036377751151888,0.0035383785505427,0.0030931268429997,0.0003313527686336,0.0150914295864157,0.0143012215140767,0.0143976782196603,0.0136448945925091,0.0005575064695593,188_1_BOA_LE07_228061_20140607,5.05167056712963,LD7,False
216,0.944,4.190599999999999,0.5688000000000005,80.83,1,3.45,190,-2.205757,LG,-55.347217,III,0.3887666666666666,0.2843,1.8133333333333332,0.0378764943102745,0.0507659927664891,5,0.2,1.82,18.11428571428571,5.263333333333333,,19.160000000000004,HW,0.0198811013452075,0.0167217540515075,0.0169377305984844,0.0142741449750285,0.0015060290979702,9,2014-06-03 12:30:00,-3.9416789699074073,0.0201419778708709,0.0184696867270573,0.0184080115673791,0.0176846668159866,0.0007387540088064,2014-05-30T13:53:58,0.0084391084990506,0.006623854289384,0.0065487500298272,0.0055302624492923,0.0009722384355801,0.0231627571994795,0.0212899414619878,0.0211096529420979,0.0201828939581167,0.0009045852842397,190_1_BOA_LC08_228062_20140530,3.9416789699074073,LD8,True
218,1.628333333333333,12.914700000000002,2.9768599999999976,42.75,1,4.311,191,-2.307096,LG,-55.373301,III,0.4749,0.3657,0.44200000000000017,0.025037946732720577,0.0342240382718485,37,0.2,2.9493,,3.6945,,2.1333333333333337,HW,0.0236828011927107,0.0114994767931344,0.0131781850062466,0.0019597935384007,0.0072616721252333,9,2014-06-03 14:50:00,11.960907638888887,0.0157993196279788,0.0080400720131865,0.0084762225822132,0.0026532951027751,0.00440505925249,2014-06-15T13:53:42,0.0366292572114456,0.0341586735957851,0.0350036885499575,0.0318120999577104,0.0015289447021794,0.0082592052825744,0.0013705249394765,0.0019221706338294,-0.0037135839784394,0.0039911283987288,191_1_BOA_LC08_228061_20140615,11.960907638888887,LD8,False
222,1.2375,4.091,0.17229999999999995,80.83,1,3.05,192,-2.255185,LG,-55.376673,III,0.38025,0.235995,0.7910000000000001,0.03502525207891992,0.0567739396330637,38,0.2,2.9406,14.457142857142845,3.841,,14.058333333333332,HW,0.0142670406191823,0.0140266907044068,0.0139919994810957,0.0134950217854887,0.0002365028701263,9,2014-06-03 13:40:00,-3.9902900810185193,0.0166962538381359,0.016381039039658,0.016338799652606,0.0161826734191798,0.0001641203465154,2014-05-30T13:53:58,0.0058406599235899,0.0056641696690141,0.0056365338597597,0.0052245011186787,0.0001874971093749,0.0188507783875486,0.0183648435917302,0.0183275972837968,0.0181906951580885,0.0002027290332227,192_1_BOA_LC08_228062_20140530,3.9902900810185193,LD8,False
271,0.7966666666666667,0.65814,0.01572000000000029,23.0,1,3.6805,193,-2.173257,GP,-55.372851,III,0.29925,0.24605,1.5155000000000003,0.005249999999999993,0.0391563424738607,39,0.2,3.0276,17.657142857142873,5.196,,18.316666666666666,HW,0.0097559017256939,0.0086204339209108,0.0083171405363801,0.0077829128503247,0.0006922345195235,9,2014-06-03 11:10:00,4.112087233796296,0.0148503606298965,0.0144811192813315,0.0145710153998844,0.0137090645727295,0.000389929477993,2014-06-07T13:51:24,0.006400556252102,0.0053897365287903,0.0054395021506359,0.0045582761760398,0.0005653323047469,0.0213000501990571,0.0203273752376982,0.0204063090933747,0.0195011580449106,0.0005504401215398,193_1_BOA_LE07_228061_20140607,4.112087233796296,LD7,False
273,0.535,0.9065200000000001,0.0645000000000003,23.0,1,3.333,194,-2.135144,GP,-55.370602,III,0.2876,0.2142,1.8104999999999998,0.0306,0.0363291181692641,40,0.2,3.0276,26.74285714285713,5.1435,,18.65,HW,0.0087547047723993,0.0072061739659766,0.0073125814877063,0.006107506864774,0.000652108257521,9,2014-06-03 10:10:00,4.153753900462963,0.0145769054624197,0.0136734584979941,0.013596571606371,0.0133973795270788,0.0004058946964249,2014-06-07T13:51:24,0.0059581988289249,0.0048880686929395,0.0052543089077706,0.0035656685467492,0.0006683706966742,0.0199456818023291,0.0193468071021311,0.0194855820142713,0.0183391322618501,0.000503852221449,194_1_BOA_LE07_228061_20140607,4.153753900462963,LD7,True
274,0.49,2.6619,0.09507999999999972,23.0,1,2.3760000000000003,195,-2.113672,GP,-55.370602,III,0.3344,0.27275,1.6589999999999998,0.04883752470769111,0.0763421680804892,41,0.2,3.1407,31.142857142857167,4.035,,22.029999999999998,HW,0.0079440867138794,0.0054288532660629,0.005515893095063,0.0035111799547343,0.0013639770061222,9,2014-06-03 09:20:00,4.188476122685185,0.0145730744612859,0.0121279837079454,0.0128942223810048,0.0095982028838007,0.0015464152623921,2014-06-07T13:51:24,0.0134965258966579,0.0091857050562372,0.0074725360384404,0.0061266986080885,0.0021491240230604,0.0218761349074195,0.018125513378211,0.0188541649000699,0.0149018640482006,0.0020397019960839,195_1_BOA_LE07_228061_20140607,4.188476122685185,LD7,False
282,1.225,2.2585799999999994,1.6167000000000002,23.0,1,2.586,203,-2.245385,LG,-55.24066,III,0.3422666666666666,0.1878966666666666,2.2613333333333334,0.033798046578549346,0.0579996454264483,2,0.2,1.96,6.000000000000013,4.847333333333333,,3.6333333333333333,HW,0.0034668873975446,0.0023567249889028,0.0024072735869,-0.0002917847609513,0.0012574985133218,6,2014-06-04 13:00:00,3.0356983449074075,0.0052111150714308,0.0045341507061479,0.00499706199279,0.0019695895530749,0.0012098690415975,2014-06-07T13:51:24,0.0042547559296895,0.0033155954192677,0.0037624731340454,0.0002713245212764,0.0013342935466271,0.005653203962028,0.0050884227611457,0.0049572830048733,0.0035488133545806,0.0007199975282118,203_1_BOA_LE07_228061_20140607,3.0356983449074075,LD7,True
253,0.92,3.56438,0.16972000000000015,80.83,1,4.303999999999999,204,-2.221738,LG,-55.270194,III,0.4916,0.4068,1.908666666666667,0.05796878319310751,0.0694417014532781,4,0.2,1.33,15.485714285714309,6.212666666666667,,16.439999999999998,HW,0.0097734342942411,0.0094479000114755,0.0094486165372598,0.0089993287231081,0.0002744001486149,9,2014-06-04 11:45:00,-4.910428969907407,0.0136488096113505,0.0132786183650014,0.0132271711283238,0.0128796091929946,0.0002534728216459,2014-05-30T13:53:58,0.0041867680475829,0.0038605705281854,0.0038516406780457,0.0035753069495079,0.0001744329712511,0.0163748300424085,0.0159585970981834,0.0159344105128613,0.015464073085357,0.0003219593844522,204_1_BOA_LC08_228062_20140530,4.910428969907407,LD8,False
255,0.58,6.09656,0.16704000000000024,63.26,1,4.027,205,-2.166034,LG,-55.233215,III,0.2925999999999999,0.27175,0.806,0.03680317518248176,0.0380981751824817,42,0.2,2.9928,19.68571428571427,3.47,,20.166666666666668,HW,0.0129464090652297,0.011206803368007,0.0126001728727626,0.0070739348241039,0.0017947209480704,9,2014-06-04 16:15:00,-5.098205833333333,0.0175742037298624,0.0160436766388825,0.0172599507962733,0.0122783354949756,0.0016152241623215,2014-05-30T13:53:35,0.0186406073586938,0.0116420303863426,0.0093782940455427,0.0087165301654927,0.0029543682964265,0.0217062363128515,0.0196263844468903,0.0213111593860177,0.0144977610969479,0.0021852876690433,205_1_BOA_LC08_228061_20140530,5.098205833333333,LD8,False
284,2.6528571428571426,17.0381,1.0825200000000026,23.0,1,4.2245,206,-2.2035,LG,-55.236138,III,0.3611999999999999,0.2915,1.6859999999999997,0.04087565328954223,0.0439032550798974,43,0.2,3.1407,17.34285714285716,5.9105,,17.585714285714285,HW,0.0087051934959534,0.0072344655213845,0.0073007438903022,0.0053319440096025,0.0011791724878637,9,2014-06-04 15:00:00,2.952365011574074,0.0145463961866659,0.0132538848329093,0.0129256626159187,0.0116354030255308,0.0008729202534301,2014-06-07T13:51:24,0.0063050062242042,0.004718421767597,0.0053400900652088,0.0025946016325053,0.001315432896844,0.020456899635753,0.0189220771390015,0.0185601643797258,0.0167250430075957,0.0010536160385169,206_1_BOA_LE07_228061_20140607,2.952365011574074,LD7,True
271,3.0700000000000003,4.163660000000001,0.6164000000000002,80.83,1,4.635,209,-2.27898,LG,-55.22471,III,0.2946,0.24795,0.45799999999999996,0.09276000000000001,0.0532649962517261,49,0.2,2.5317000000000003,2.333333333333323,5.093,,3.15,HW,0.0050820323861941,0.002435625314106,0.0044945489219067,-0.0100471562492935,0.0046312478405918,9,2014-06-04 13:45:00,-4.99376230324074,0.0049311420502609,0.0025395914731739,0.0042822413012007,-0.0081721401465671,0.0039534917149423,2014-05-30T13:53:58,0.0217449971340137,0.0085876255268387,0.0063517286356423,0.004918562332752,0.0049828985557668,0.0032438044492882,0.0006601789280303,0.0025654536412327,-0.0110513379011093,0.0043223733268208,209_1_BOA_LC08_228062_20140530,4.99376230324074,LD8,False
296,0.995,3.0698600000000003,0.14663999999999996,23.0,1,4.008333333333334,212,-2.250928,LG,-55.145292,III,0.3866,0.2924666666666666,1.9779999999999998,0.018839480089577573,0.0607616491747221,1,0.2,2.09,11.828571428571443,5.187,,11.3,HW,0.0106672446133861,0.0103847398983274,0.0105217057231378,0.0100721555684065,0.000219093271498,6,2014-06-05 15:20:00,1.9384761226851848,0.0145920509349962,0.014129486891454,0.0141057330512873,0.0135159501654367,0.0003290232188292,2014-06-07T13:51:24,0.0062349528658392,0.0054755130601151,0.0055242162364158,0.0051658311759996,0.0003471870409156,0.0182502518493125,0.0178614055557271,0.0180159619570742,0.0171644350750902,0.0004049389985013,212_1_BOA_LE07_228061_20140607,1.9384761226851848,LD7,True
298,0.8050000000000002,2.31824,0.07377999999999965,23.0,1,3.785333333333333,213,-2.19696,LG,-55.29953,III,0.3895,0.3079333333333333,1.277666666666667,0.05328133069216284,0.0616162285789439,3,0.2,2.19,9.8857142857143,5.063,,10.049999999999999,HW,0.0060883946620597,0.005561427752313,0.0057413706893657,0.0040750871308126,0.0006600143882399,9,2014-06-05 12:30:00,2.056531678240741,0.0104280274344302,0.0097072934536268,0.0097897562089331,0.0081419191003968,0.000672359902198,2014-06-07T13:51:24,0.0068713614210865,0.0044549934369318,0.0044603976141678,0.0039389594019972,0.000846726635845,0.0131165837040302,0.0125989944259706,0.0127863050454125,0.0107342278783198,0.000718018493448,213_1_BOA_LE07_228061_20140607,2.056531678240741,LD7,True
283,0.7866666666666667,1.66404,0.25699999999999995,42.75,1,3.917666666666667,214,-2.238955,LG,-55.339166,III,0.5277999999999999,0.4511666666666666,1.7219999999999998,0.042474691355584876,0.0610244288814361,6,0.2,2.29,18.600000000000005,5.639666666666666,,19.599999999999998,HW,0.0101840374017929,0.0100785572780175,0.0100766854886108,0.0099373714069137,6.665856162602262e-05,9,2014-06-05 08:40:00,10.217852083333334,0.0157699629525862,0.0157358559945289,0.01573318039056,0.0156949284168588,2.299521913226724e-05,2014-06-15T13:53:42,0.0032198147281872,0.003154875732396,0.0031555740147182,0.00307753006249,4.289484275977378e-05,0.0195985803336724,0.0194911228971586,0.0194751986776035,0.0193609718040682,8.16462259013025e-05,214_1_BOA_LC08_228061_20140615,10.217852083333334,LD8,False
287,0.9245454545454544,3.5997000000000003,"< 0,001",80.83,1,3.878,215,-2.222999,LG,-55.199011,III,0.2851,0.2637,3.22,0.03781767705661866,0.0394726770566186,44,0.2,3.0102,14.457142857142845,5.3895,,16.209090909090904,HW,0.0109555620627595,0.0106349915714627,0.0106181476044736,0.0105182379966653,0.0001283843811187,9,2014-06-05 14:10:00,-6.011123414351852,0.0150382820635513,0.01488674187559,0.0148595113573854,0.0147389879636456,0.0001127035639635,2014-05-30T13:53:58,0.0077951715477359,0.0075138694095725,0.0075051229667387,0.0073558510811797,0.000130357757848,0.0179164451370135,0.0178229794427589,0.0178408068204696,0.017719752666659,5.322117117675153e-05,215_1_BOA_LC08_228062_20140530,6.011123414351852,LD8,False
289,,0.84684,"< 0,001",78.93,1,3.9475,216,-2.242784,LG,-55.066126,III,0.29445,0.27565,0.03200000000000003,0.043863863087031094,0.053619954626159,45,0.2,2.3403,15.73333333333334,3.1975,,,HW,0.0071247892401027,0.0033446519021658,0.0049892782705424,-0.0098842686121592,0.0052856782647343,9,2014-06-05 17:00:00,2.866590219907408,0.0108982192397011,0.007585258712748,0.0091140612581419,-0.0047389979028972,0.0048623018524868,2014-06-08T13:47:53,0.0215866865755689,0.0055235514514637,0.0038966261984543,0.0027181947042312,0.0065514929654478,0.013094532884123,0.0093304311433273,0.0108980806317845,-0.0057821503385283,0.0059496991285695,216_1_BOA_LC08_227062_20140608,2.866590219907408,LD8,False
290,,3.571819999999999,"< 0,001",78.93,1,4.3095,217,-2.180361,AM,-55.016444,III,0.4167499999999999,0.3311,0.2160000000000002,0.03939605837650074,0.0521579700138094,46,0.2,3.2190000000000003,18.05714285714288,3.442,,,HW,0.009370434296963,0.0091723977440444,0.0091735429278056,0.0089276873098918,0.0001386501420521,9,2014-06-05 17:00:00,2.866590219907408,0.0148499426108261,0.0147295668486795,0.0147382697907947,0.0146053164288658,7.199955436078412e-05,2014-06-08T13:47:53,0.0041359129823446,0.0038802127508617,0.003890712678722,0.0037161286911058,0.0001196242990042,0.0201705546601962,0.0200482941347048,0.0200649659920733,0.0198945335759303,7.788991874984102e-05,217_1_BOA_LC08_227062_20140608,2.866590219907408,LD8,False
